Id,Target
18901,0
12417,0
11255,0
20160,0
26694,1
15767,0
8845,0
4110,0
13099,1
10144,0
22236,0
17684,0
22915,0
2201,1
27222,0
14876,1
21045,0
22079,0
17113,0
15805,0
9975,0
8225,0
24294,0
11585,0
21996,0
23124,0
20291,0
8213,0
13524,0
9434,0
3579,0
24960,0
23401,0
14293,0
21209,0
26027,0
14494,0
20983,0
19549,0
18151,0
7698,0
11846,0
16188,0
7751,0
5516,0
17495,0
873,0
6108,0
21611,0
1588,0
5354,0
6770,0
12776,0
19219,0
27429,0
4093,0
11666,0
21734,0
1448,0
20246,0
3286,0
1182,0
1227,0
10261,0
4814,0
12865,0
26436,0
26182,0
23274,0
12815,0
2250,1
6682,0
12017,0
5312,0
25768,0
21584,1
21832,0
16656,0
8139,0
2140,0
17954,0
19671,0
4128,0
980,0
6434,0
536,0
23119,0
25345,0
20555,0
2142,0
25443,0
23350,0
16253,1
18264,0
13788,0
22220,0
20778,0
2561,0
1598,0
9202,0
8010,0
25692,0
12573,0
27577,0
20639,0
24210,0
15495,0
21001,0
15009,0
17402,1
16324,0
20793,0
25621,0
6137,0
8647,0
13300,0
7178,0
27331,0
13676,0
26077,0
18758,0
21434,0
15421,0
25701,0
24922,0
20408,0
491,1
25922,0
2286,0
10688,0
4579,0
26530,0
26091,0
14416,0
14417,0
14582,0
26447,0
16763,0
880,0
26846,0
26856,0
9201,0
8729,0
19070,0
23600,0
14053,1
10328,1
17099,0
26678,0
1450,1
21087,0
15505,0
423,0
12813,0
16541,0
19168,0
14023,0
8517,0
16076,0
10951,0
18961,0
13394,0
20407,0
4084,0
3643,0
25699,0
9558,0
17268,0
8634,0
657,0
19685,0
26651,0
5107,0
13008,0
5711,0
8761,0
16404,0
5325,0
3813,0
4950,0
11337,0
26424,0
1366,0
12133,0
21697,0
2819,0
6815,0
12519,0
27508,0
6258,0
4596,0
27795,0
17852,0
10206,0
17052,0
14071,0
1837,0
14155,0
14058,0
25321,0
3077,0
1937,0
14180,0
21444,0
20727,0
14685,0
10714,0
9851,0
27609,0
22876,0
16423,0
8466,0
8161,0
4419,0
25099,0
17595,0
16265,0
16247,0
18190,0
7198,0
24595,0
18239,0
19270,0
21151,0
25613,0
8057,0
14360,0
6187,0
11086,0
15482,0
7937,0
26210,0
17904,0
485,0
20613,0
22870,0
10790,0
1278,0
8144,0
14960,0
24153,0
13442,0
21624,0
25749,0
21681,0
5393,0
3706,0
18288,0
3482,1
25998,0
4981,0
24947,0
25017,0
3064,0
22771,0
21126,0
13740,0
20356,0
2171,0
12617,0
26882,1
24625,0
18726,0
10513,0
14316,0
6087,0
6377,1
17408,0
7325,0
26265,0
25997,1
18797,0
17441,0
5343,0
26347,0
13744,0
3184,0
2362,0
7729,0
15403,0
3045,0
291,0
1266,0
19038,0
13259,0
14999,0
21460,0
26193,0
10826,0
22446,0
12111,0
243,1
27289,0
18789,0
12113,0
4688,0
15062,0
9334,0
24961,0
14833,0
18214,0
12261,0
12246,1
11532,0
3027,0
24627,0
17990,0
19142,1
10819,0
19062,0
16904,1
25241,0
14829,0
15180,0
3547,0
26016,0
4345,1
8317,0
4602,0
18964,0
19119,0
26308,1
13915,0
14108,0
3578,0
10157,0
20682,0
16837,0
501,0
6362,0
23187,0
9443,0
3394,0
10594,0
21210,0
2744,0
674,0
10198,0
10368,0
20758,0
19510,0
18757,1
17121,0
9299,0
1453,0
24274,0
21302,1
9407,0
23138,0
6417,0
9129,0
4785,0
13185,0
640,0
21219,0
23072,1
22937,0
27223,0
6803,1
18854,0
953,0
341,0
10855,0
23866,0
21745,0
7759,0
24672,0
26930,0
26947,0
21805,0
26542,0
7427,0
25719,0
6706,0
15477,0
1684,0
8193,0
11044,0
16148,0
5598,0
1202,0
4119,0
9209,0
11012,0
19934,0
8403,1
26278,1
4202,0
8137,0
1322,0
12520,0
8840,0
1246,0
21720,0
18038,0
26018,0
9891,0
7969,0
5214,0
2497,0
6741,0
24715,0
1791,0
10654,0
4336,0
13958,0
27147,0
11215,0
927,0
5963,0
1475,0
17977,0
20481,1
26998,0
11187,0
23645,0
15709,0
23589,0
8618,0
11568,0
26699,0
8211,0
16606,1
17315,0
11194,0
8616,1
2325,0
15824,0
4322,0
2157,0
19511,0
4774,1
10941,1
9520,0
26749,0
23900,0
4405,0
21319,0
3441,0
21910,0
11153,0
512,0
14326,0
4449,0
10586,0
23373,0
6134,0
14723,0
1456,0
16111,0
8639,0
8184,0
21022,0
22975,0
5035,0
25620,0
4068,0
15752,0
16629,0
10300,0
13626,0
18126,0
24937,0
12587,0
22980,0
8828,0
890,1
9427,0
2772,0
20964,0
10572,0
13053,0
3498,0
8047,0
19498,0
25913,0
26917,0
23734,0
15071,0
13754,1
25761,0
25950,0
7420,0
17703,0
230,0
13713,0
3710,0
1053,0
4254,0
17399,0
5816,0
13432,0
21093,0
21420,0
1968,1
14975,0
5098,0
20859,0
8132,0
2168,0
25589,0
2767,1
27482,0
2752,0
3753,0
19722,0
7388,0
13576,0
17428,0
16810,0
17933,0
10657,0
18704,0
199,0
23507,0
21866,0
25574,0
18085,0
26287,0
1336,0
26731,0
9585,0
20368,0
3256,0
1470,0
13610,0
22087,0
2730,1
9946,0
22470,0
26344,0
4181,0
18145,0
1642,0
9022,0
13108,0
20476,0
10882,0
12227,0
22555,0
6438,0
9459,0
19150,0
22519,0
7585,0
26294,0
4343,0
11071,0
14557,0
21615,0
16486,0
9322,0
1215,0
17545,0
5222,0
17930,0
19336,0
24689,0
18056,0
10329,0
21589,0
7220,1
11611,0
12756,0
10917,0
3798,0
6271,0
14694,0
18717,0
27166,1
14240,0
14920,0
2583,1
19486,0
14513,0
10125,0
3978,0
13914,0
3222,0
16041,0
7840,0
26249,0
26777,1
26942,0
15211,0
8807,0
21235,0
9006,0
8870,0
20121,0
12396,0
15105,1
21334,0
19178,0
20694,0
4715,0
13165,0
5554,0
10424,0
16823,0
24219,0
936,0
1412,0
5220,0
14844,0
13235,0
13881,0
752,1
8332,0
7955,0
5474,0
22806,0
21032,0
11866,0
15483,0
4125,0
10459,0
6561,0
21401,0
26477,0
16291,0
11031,0
8037,0
20732,0
15215,0
13909,0
12034,0
5379,0
18123,0
12193,0
12255,1
1569,0
19987,0
25599,0
96,0
20935,0
22747,0
8513,0
14884,0
25956,0
26217,0
20038,0
17578,0
13134,0
9889,0
5998,0
21309,0
23220,0
11904,0
18317,0
25253,1
15027,0
9132,0
19077,0
16263,0
13523,0
8815,0
21844,0
5252,0
11715,0
27575,0
11627,0
8394,0
1045,0
10098,0
11537,0
11107,0
22388,0
14681,0
13244,0
4739,0
24444,1
19822,0
5317,0
19589,0
16649,0
7241,0
21635,0
2622,0
19376,0
6169,0
21341,0
16042,0
6925,0
23571,0
21359,0
8188,0
3047,0
11852,0
22151,0
15818,0
1610,0
11073,1
3050,0
10861,0
22955,0
18332,0
3507,0
5601,0
13162,0
2277,0
14136,0
26706,0
4341,0
8544,0
8082,0
14974,0
27198,0
7808,0
8457,0
8886,1
20537,0
943,0
18878,0
23442,0
4168,0
5053,0
22310,0
22274,0
13084,0
8023,0
27549,0
12085,0
1503,0
12064,0
26113,0
8270,0
7628,0
16008,0
12701,0
25970,0
15418,0
21913,0
8410,0
17805,0
3451,0
23858,0
2346,1
4740,0
19962,0
23542,0
11644,0
16231,1
20805,0
10612,0
5345,0
22584,0
16245,0
22525,0
6830,0
2980,0
9571,0
16147,0
17895,0
17105,0
4659,0
24520,0
22527,0
25494,0
8482,0
7811,0
24462,0
1113,0
35,0
1730,0
22158,0
5382,0
21617,0
1433,0
1471,0
24486,0
22811,0
18192,0
8999,0
17657,1
2974,0
13227,0
9276,0
1422,0
10075,0
2129,0
7063,0
17465,0
14491,0
24821,0
9898,1
12266,0
6418,0
3840,0
19972,0
10628,0
2533,0
17790,0
15911,0
1635,0
5043,1
13166,0
3585,0
5802,0
16976,0
3639,0
20807,0
16852,0
16176,0
2541,0
20998,0
15131,0
5006,0
11783,0
8390,0
382,0
19859,1
23755,0
12491,1
4085,0
15239,0
14187,0
24919,0
6896,0
18430,0
21914,0
24204,0
22603,0
15244,0
18600,0
9544,0
5746,0
24434,0
22642,0
25930,0
7602,0
17906,0
26750,0
13061,0
1483,0
11257,0
1457,1
19828,0
26087,0
24979,0
6712,0
4206,0
7842,0
12364,0
10700,0
19263,0
6352,0
7416,0
6902,0
7936,0
12918,0
8069,0
22930,0
10244,0
7656,0
14304,0
25426,0
2579,0
14284,0
25485,0
23251,0
24338,0
19273,0
16985,0
18507,0
27777,0
8862,0
7792,0
5843,0
4194,0
14675,0
5114,0
13906,0
12933,0
17730,0
16564,0
18807,1
25330,0
23791,0
22799,0
8377,1
13371,0
2858,0
26837,0
1661,0
20380,0
26379,0
2958,0
17645,0
25227,0
16936,0
19135,0
1889,0
15723,0
8617,0
7152,0
13206,0
21127,0
25979,0
20210,0
2898,1
25822,0
13555,0
24637,1
16190,0
8304,0
911,0
15145,0
27749,0
971,0
25187,0
10650,0
11604,1
25066,0
24106,0
24488,0
10241,0
24404,0
7132,0
6604,0
8993,0
17491,0
5403,0
7964,1
1666,0
21715,0
7107,0
10880,0
20242,0
17284,0
993,0
22514,0
10124,0
9559,0
13381,0
20343,0
7335,0
23096,0
21712,0
7733,0
24859,0
14797,0
4273,0
6253,1
20730,0
21399,0
24902,0
24289,0
15107,0
17704,1
17873,0
15662,0
3197,0
15292,0
736,0
22032,0
22240,0
283,0
5226,0
24771,1
3874,0
4952,0
21073,0
8247,0
9380,0
24123,0
18359,0
13594,0
4347,0
8688,0
6595,0
10104,0
8358,1
15769,0
16102,0
1805,0
20091,0
10468,0
13707,0
14280,0
13974,0
19654,0
16085,0
16700,0
2084,0
25875,0
6250,0
13978,1
12308,0
22366,0
16315,0
19605,0
3402,0
3834,0
16222,1
15677,0
21207,1
10818,0
22406,0
3492,1
19946,0
9629,0
21009,0
4408,0
9736,0
24093,0
6887,0
16316,1
6138,0
21294,0
8672,0
16533,0
27090,0
27715,0
7113,0
3829,0
6769,0
8299,0
9084,0
22179,0
9904,1
19631,0
25503,0
21358,0
27230,0
3318,0
21370,0
21846,0
21860,0
14919,0
2281,0
6052,0
9433,0
2907,0
26626,0
2943,0
21885,0
18614,0
22753,0
959,0
6462,0
5975,0
11472,0
18899,0
24331,0
19871,1
11466,0
6067,0
12715,0
19104,0
14965,0
21631,0
13316,0
8197,0
5436,0
19837,0
19938,0
4285,0
8500,0
8979,0
15333,0
14137,0
1175,0
6379,0
10035,0
7753,0
26912,0
12613,0
26201,0
16166,0
12814,0
23686,0
10001,0
25024,0
20090,0
21652,0
19189,0
147,0
27081,0
6619,0
4104,0
12147,1
14160,0
13962,0
7713,1
10495,0
16808,0
13522,0
18769,0
7405,0
16427,0
20850,0
3350,0
2760,0
9812,1
26923,0
22150,1
24787,0
11146,0
27141,0
13512,0
20901,0
23126,0
3745,0
24609,0
7095,0
20302,1
26585,0
23741,0
7486,0
996,0
27643,0
5503,0
25800,0
26768,0
9194,0
6745,0
25608,0
7748,1
15281,0
14711,0
7268,0
11040,0
15947,0
11500,0
11243,0
10497,0
896,0
16155,0
14815,1
22445,0
6433,0
5048,0
19287,0
10054,0
26488,0
10229,0
23301,0
18169,0
13346,0
1818,0
24222,0
13373,0
5910,0
19682,0
8265,0
8494,0
6550,0
17056,0
14504,0
20809,0
4744,0
13154,1
15022,0
26956,0
22000,0
16283,0
24351,0
25268,0
26732,0
8374,0
4106,1
21854,0
538,1
23557,0
23026,0
24465,0
15330,0
10809,1
16104,0
13982,0
1323,0
26515,0
23145,0
13352,0
17581,0
24748,0
16303,0
23259,0
27680,0
10385,0
4293,0
7821,0
25078,0
9112,0
27320,0
20949,0
13369,0
8460,0
15440,0
23477,0
11872,0
24170,0
19153,1
13150,0
5290,0
18828,0
10455,0
22949,0
11386,0
2342,0
22028,0
8704,0
16213,0
10224,0
25468,0
5332,0
6334,0
26290,0
23438,1
25177,0
4080,0
20529,0
10152,0
15759,0
11011,0
10226,0
6699,0
3160,0
26088,0
23996,0
16813,0
1530,0
14898,0
14619,0
24146,0
10676,0
17942,0
13735,0
11026,0
1962,0
21517,0
24113,0
7858,0
24987,0
7885,0
12461,0
19039,0
18920,0
6648,0
18851,0
22828,0
7260,0
17034,0
18615,0
21255,0
9684,0
16119,0
16040,0
2602,0
7071,0
24706,1
26805,0
26165,0
18886,0
13941,0
1347,0
21198,0
11192,0
1834,0
22660,0
5384,0
26248,0
5511,0
20796,0
6978,0
11913,0
9574,0
10438,0
27092,0
10277,0
10023,0
26358,0
11352,0
12400,0
17445,0
26815,0
3488,0
150,0
8739,0
19981,0
23936,0
4990,0
27168,0
23192,0
1690,0
13661,0
22834,0
18788,0
10341,0
18448,0
5032,0
25186,0
23281,0
15939,0
12416,0
19818,0
8008,0
19833,0
11282,0
25399,1
17817,0
11010,0
25671,0
26253,1
2476,0
20675,0
14826,0
26134,0
17702,0
12675,0
22092,0
17554,0
18967,0
27447,0
23033,0
27193,0
13375,0
27707,0
22393,1
16828,0
11752,0
24385,0
21813,0
26674,0
11592,0
6245,0
24647,1
25730,0
1915,0
8025,0
7007,0
1664,0
7090,0
22536,0
15413,0
2266,0
8229,0
20482,0
6757,0
17613,0
12176,0
26262,0
12220,0
8206,0
16785,0
11679,0
18005,0
21143,0
6492,0
21705,0
4037,0
6836,0
2960,0
15492,0
1603,0
15303,0
4480,0
2214,0
22489,0
3752,0
8351,0
22605,0
10834,0
18876,0
15971,0
21291,0
15506,0
16430,0
6032,0
19184,0
9594,0
26035,0
6890,0
24542,0
13151,0
10563,0
23951,0
22266,0
17957,0
7828,0
22929,0
8891,0
21287,0
16327,0
2540,0
17271,0
24341,0
5727,0
12408,0
5635,0
12579,0
18006,0
1133,1
12804,0
22085,0
3858,0
3396,0
19969,0
2300,0
10690,1
19820,0
18206,0
2004,0
17240,0
9441,0
11134,0
24781,0
17891,0
17277,0
2501,0
8575,0
12896,1
1729,0
8846,0
1981,1
11677,0
26128,0
7251,0
24429,0
6708,0
27561,0
167,0
26552,0
9515,0
6913,0
3272,0
18780,0
11270,0
1644,0
5771,0
16088,0
2414,0
25936,0
14078,0
3316,0
21464,1
27194,0
22189,0
16948,0
14543,0
3949,0
11887,1
23640,0
6826,0
247,0
20760,0
11032,0
24085,0
26229,0
16292,0
5478,0
487,0
13674,0
24681,0
18307,0
20290,0
22172,0
9251,0
2664,0
3023,0
8648,0
26063,0
6965,0
18124,0
25903,0
11004,0
11378,0
7573,0
25451,0
13073,0
12250,0
1114,0
4047,0
8373,0
24812,0
9363,0
19217,0
7172,0
9655,0
4540,0
3592,0
450,0
14400,0
25361,0
20505,0
1662,0
4689,0
26304,0
11304,0
11060,0
26630,0
17133,0
18766,0
18834,0
8570,0
15667,0
26440,0
26450,1
20317,0
13218,0
11506,0
3792,0
23036,0
12893,0
25036,0
10987,0
12354,0
10037,0
16477,0
26965,0
3799,0
8918,0
15148,0
16596,1
16318,0
315,0
5731,0
15336,0
26209,0
5953,0
6392,0
20471,0
12778,0
23455,0
17877,0
3172,0
14503,0
280,0
13217,0
20972,0
5532,0
17537,1
20564,0
1414,0
16822,0
6918,0
624,0
4229,0
17386,0
11769,0
24954,0
18776,0
10624,0
11897,0
2797,0
6946,0
21693,0
1086,0
9059,0
16064,0
26995,0
10579,0
13845,0
7503,0
26498,0
14227,0
19339,0
14637,0
4252,1
14018,0
16325,0
8980,0
13018,0
5102,0
9426,1
14099,0
16024,0
8279,0
2145,0
23022,0
738,1
19939,0
10557,0
5640,0
20873,0
4667,0
1056,0
10827,0
8856,0
20140,0
1311,0
4015,0
25121,0
17767,0
5697,0
10092,0
5804,0
10930,0
8370,0
20126,0
14507,0
23593,0
22653,0
15045,0
27179,0
7484,0
5576,0
19327,0
10898,0
20907,0
10560,0
27677,0
10061,0
27226,0
8282,0
601,0
23543,0
26841,0
5100,0
26289,0
14441,0
409,0
15837,0
19196,0
3946,0
3282,0
22084,0
21917,0
3537,0
10434,0
27338,1
2213,1
10843,0
8029,0
11409,0
7949,0
6885,0
6717,0
11201,0
13202,0
6400,0
7525,1
8238,0
16273,0
3778,0
25737,0
24320,0
380,0
13447,0
5784,0
13955,0
24028,0
14335,0
1822,0
22968,0
24060,0
22049,0
26898,0
12628,0
19603,0
2152,0
20750,0
3697,0
330,0
607,0
7948,0
8241,0
14395,0
27242,0
14655,0
9192,0
26757,0
14118,0
10305,0
11403,0
25372,0
14647,0
11581,0
15673,0
17161,0
5306,0
10356,0
12754,0
21583,0
10947,0
6289,0
18379,0
5687,0
18486,0
12358,1
15868,0
24645,0
17854,0
20837,0
5128,0
25236,0
